course_id,course_title,course_category,course_level,module_title,lesson_id,lesson_title,lesson_description,quiz_id,quiz_title,question_id,question,option_a,option_b,option_c,option_d,correct_answer,difficulty,points,order_index
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Getting Started with Python,da1cdba1-849b-40a9-95f4-1680235bb977,Operators and Expressions,"Arithmetic, comparison, logical operators and expression evaluation.",313520f3-30de-42a2-bc45-b408fb7eccc0,Operators and Expressions - Quiz,b2a854d9-da82-4550-8d13-e6c3abac0582,"What is the primary focus of ""Operators and Expressions"" in ""Getting Started with Python"" (Python for Everybody)?","Arithmetic, comparison, logical operators and expression evaluation.",Manual memory allocation in C,Photoshop layer management,Legal contract drafting,"Arithmetic, comparison, logical operators and expression evaluation.",easy,1,0
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Getting Started with Python,da1cdba1-849b-40a9-95f4-1680235bb977,Operators and Expressions,"Arithmetic, comparison, logical operators and expression evaluation.",313520f3-30de-42a2-bc45-b408fb7eccc0,Operators and Expressions - Quiz,e2ee2fd2-0544-4dba-a1b0-418d2d3b04c9,"In the video for ""Operators and Expressions"", which concept is correctly associated with the lesson content?",Using manual memory allocation in c is the main idea of Operators and Expressions.,The video claims Operators and Expressions is unrelated to Programming.,The lesson skips arithmetic entirely.,Understanding Arithmetic — as explained in the lesson video for Operators and Expressions.,Understanding Arithmetic — as explained in the lesson video for Operators and Expressions.,easy,1,1
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Getting Started with Python,da1cdba1-849b-40a9-95f4-1680235bb977,Operators and Expressions,"Arithmetic, comparison, logical operators and expression evaluation.",313520f3-30de-42a2-bc45-b408fb7eccc0,Operators and Expressions - Quiz,3c18a5c7-6b5d-4818-a050-a154daa533ce,"Which task best reflects what you practice in ""Operators and Expressions"" (30 min lesson)?",Only reading slides and ignoring the 30 min walkthrough.,Copying code without understanding arithmetic.,Apply arithmetic to solve a hands-on exercise from Getting Started with Python (covered in 30 min).,Memorizing Operators and Expressions without practicing the video demo.,Apply arithmetic to solve a hands-on exercise from Getting Started with Python (covered in 30 min).,easy,1,2
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Getting Started with Python,da1cdba1-849b-40a9-95f4-1680235bb977,Operators and Expressions,"Arithmetic, comparison, logical operators and expression evaluation.",313520f3-30de-42a2-bc45-b408fb7eccc0,Operators and Expressions - Quiz,bdfede31-9b2d-454f-9053-765a5604134b,"Which statement correctly describes ""Operators and Expressions"" as taught in Python for Everybody (beginner)?",Operators and Expressions contradicts all principles of Programming.,This beginner-level lesson in Programming explains arithmetic with examples shown in the video.,The video states Operators and Expressions has no relation to Getting Started with Python.,This lesson is optional and never assessed in Python for Everybody.,This beginner-level lesson in Programming explains arithmetic with examples shown in the video.,easy,1,3
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Getting Started with Python,da1cdba1-849b-40a9-95f4-1680235bb977,Operators and Expressions,"Arithmetic, comparison, logical operators and expression evaluation.",313520f3-30de-42a2-bc45-b408fb7eccc0,Operators and Expressions - Quiz,bd758353-df65-4e02-bf5d-71bd30a5fac4,"What common mistake should you avoid when working with concepts from ""Operators and Expressions""?",Confusing operators and expressions with unrelated programming concepts not covered in this video.,Skipping video timestamps and guessing answers randomly.,Assuming Operators and Expressions is identical to manual memory allocation in c.,Rushing through without noting the key steps shown at 15:00.,Confusing operators and expressions with unrelated programming concepts not covered in this video.,easy,1,4
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Getting Started with Python,05943b63-45e2-419c-85c8-a0a05a6d20de,String Operations,"String methods, formatting, slicing, and f-strings.",246e55f2-8c26-4a78-a2b1-8afb17034cd3,String Operations - Quiz,202546f5-02e1-4660-95a7-7d9a5f4fd29d,"What is the primary focus of ""String Operations"" in ""Getting Started with Python"" (Python for Everybody)?",Photoshop layer management,Legal contract drafting,"String methods, formatting, slicing, and f-strings.",Manual memory allocation in C,"String methods, formatting, slicing, and f-strings.",easy,1,0
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Getting Started with Python,05943b63-45e2-419c-85c8-a0a05a6d20de,String Operations,"String methods, formatting, slicing, and f-strings.",246e55f2-8c26-4a78-a2b1-8afb17034cd3,String Operations - Quiz,6c9efb0c-687e-4dd9-bf21-bc70fda53612,"In the video for ""String Operations"", which concept is correctly associated with the lesson content?",The lesson skips string methods entirely.,Understanding String methods — as explained in the lesson video for String Operations.,Using manual memory allocation in c is the main idea of String Operations.,The video claims String Operations is unrelated to Programming.,Understanding String methods — as explained in the lesson video for String Operations.,easy,1,1
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Getting Started with Python,05943b63-45e2-419c-85c8-a0a05a6d20de,String Operations,"String methods, formatting, slicing, and f-strings.",246e55f2-8c26-4a78-a2b1-8afb17034cd3,String Operations - Quiz,09a5a4a7-ba07-47c1-9869-47f2c13d817a,"Which task best reflects what you practice in ""String Operations"" (30 min lesson)?",Apply string methods to solve a hands-on exercise from Getting Started with Python (covered in 30 min).,Memorizing String Operations without practicing the video demo.,Only reading slides and ignoring the 30 min walkthrough.,Copying code without understanding string methods.,Apply string methods to solve a hands-on exercise from Getting Started with Python (covered in 30 min).,easy,1,2
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Getting Started with Python,05943b63-45e2-419c-85c8-a0a05a6d20de,String Operations,"String methods, formatting, slicing, and f-strings.",246e55f2-8c26-4a78-a2b1-8afb17034cd3,String Operations - Quiz,e9e2f5a1-84fb-4156-99c7-593164cf196f,"Which statement correctly describes ""String Operations"" as taught in Python for Everybody (beginner)?",The video states String Operations has no relation to Getting Started with Python.,This lesson is optional and never assessed in Python for Everybody.,String Operations contradicts all principles of Programming.,This beginner-level lesson in Programming explains string methods with examples shown in the video.,This beginner-level lesson in Programming explains string methods with examples shown in the video.,easy,1,3
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Getting Started with Python,05943b63-45e2-419c-85c8-a0a05a6d20de,String Operations,"String methods, formatting, slicing, and f-strings.",246e55f2-8c26-4a78-a2b1-8afb17034cd3,String Operations - Quiz,16e6fa46-8722-497f-acd8-69f1b2a577dc,"What common mistake should you avoid when working with concepts from ""String Operations""?",Assuming String Operations is identical to manual memory allocation in c.,Rushing through without noting the key steps shown at 15:00.,Confusing string operations with unrelated programming concepts not covered in this video.,Skipping video timestamps and guessing answers randomly.,Confusing string operations with unrelated programming concepts not covered in this video.,easy,1,4
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,8cd88be0-3895-4622-9466-94a8d0e236da,Conditional Statements (if/elif/else),Making decisions in code with conditionals.,d30a3c6c-de74-4449-aaa5-e7c57bdd4726,Conditional Statements (if/elif/else) - Quiz,3839faf4-8a6b-4a00-aed5-a22ba65b5652,"What is the primary focus of ""Conditional Statements (if/elif/else)"" in ""Control Flow and Functions"" (Python for Everybody)?",Manual memory allocation in C,Photoshop layer management,Legal contract drafting,Making decisions in code with conditionals.,Making decisions in code with conditionals.,easy,1,0
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,8cd88be0-3895-4622-9466-94a8d0e236da,Conditional Statements (if/elif/else),Making decisions in code with conditionals.,d30a3c6c-de74-4449-aaa5-e7c57bdd4726,Conditional Statements (if/elif/else) - Quiz,83df2395-709f-4ad8-be28-2eb32e65f341,"In the video for ""Conditional Statements (if/elif/else)"", which concept is correctly associated with the lesson content?",The video claims Conditional Statements (if/elif/else) is unrelated to Programming.,The lesson skips making decisions in code with conditionals entirely.,Understanding Making decisions in code with conditionals — as explained in the lesson video for Conditional Statements (if/elif/else).,Using manual memory allocation in c is the main idea of Conditional Statements (if/elif/else).,Understanding Making decisions in code with conditionals — as explained in the lesson video for Conditional Statements (if/elif/else).,easy,1,1
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,8cd88be0-3895-4622-9466-94a8d0e236da,Conditional Statements (if/elif/else),Making decisions in code with conditionals.,d30a3c6c-de74-4449-aaa5-e7c57bdd4726,Conditional Statements (if/elif/else) - Quiz,b023c224-f9b3-4b6f-8d2f-001e9e460aa6,"Which task best reflects what you practice in ""Conditional Statements (if/elif/else)"" (30 min lesson)?",Copying code without understanding making decisions in code with conditionals.,Apply making decisions in code with conditionals to solve a hands-on exercise from Control Flow and Functions (covered in 30 min).,Memorizing Conditional Statements (if/elif/else) without practicing the video demo.,Only reading slides and ignoring the 30 min walkthrough.,Apply making decisions in code with conditionals to solve a hands-on exercise from Control Flow and Functions (covered in 30 min).,easy,1,2
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,8cd88be0-3895-4622-9466-94a8d0e236da,Conditional Statements (if/elif/else),Making decisions in code with conditionals.,d30a3c6c-de74-4449-aaa5-e7c57bdd4726,Conditional Statements (if/elif/else) - Quiz,b0953ff7-b163-45be-bbce-d585190a2684,"Which statement correctly describes ""Conditional Statements (if/elif/else)"" as taught in Python for Everybody (beginner)?",This beginner-level lesson in Programming explains making decisions in code with conditionals with examples shown in the video.,The video states Conditional Statements (if/elif/else) has no relation to Control Flow and Functions.,This lesson is optional and never assessed in Python for Everybody.,Conditional Statements (if/elif/else) contradicts all principles of Programming.,This beginner-level lesson in Programming explains making decisions in code with conditionals with examples shown in the video.,easy,1,3
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,8cd88be0-3895-4622-9466-94a8d0e236da,Conditional Statements (if/elif/else),Making decisions in code with conditionals.,d30a3c6c-de74-4449-aaa5-e7c57bdd4726,Conditional Statements (if/elif/else) - Quiz,054ffccc-3dd1-4c30-8bc8-909067796a82,"What common mistake should you avoid when working with concepts from ""Conditional Statements (if/elif/else)""?",Skipping video timestamps and guessing answers randomly.,Assuming Conditional Statements (if/elif/else) is identical to manual memory allocation in c.,Rushing through without noting the key steps shown at 15:00.,Confusing conditional statements (if/elif/else) with unrelated programming concepts not covered in this video.,Confusing conditional statements (if/elif/else) with unrelated programming concepts not covered in this video.,easy,1,4
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,86105519-eb54-4673-8a9e-e05d819f83df,Loops: for and while,Iterating over data with loops.,66deb002-cac2-47d5-9330-e67f24d29bc5,Loops: for and while - Quiz,b49607ad-a311-4624-830a-3cdbabed3bf6,"What is the primary focus of ""Loops: for and while"" in ""Control Flow and Functions"" (Python for Everybody)?",Legal contract drafting,Iterating over data with loops.,Manual memory allocation in C,Photoshop layer management,Iterating over data with loops.,easy,1,0
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,86105519-eb54-4673-8a9e-e05d819f83df,Loops: for and while,Iterating over data with loops.,66deb002-cac2-47d5-9330-e67f24d29bc5,Loops: for and while - Quiz,7b19aad9-9f84-4f87-99d0-ec8ea354d448,"In the video for ""Loops: for and while"", which concept is correctly associated with the lesson content?",Understanding Iterating over data with loops — as explained in the lesson video for Loops: for and while.,Using manual memory allocation in c is the main idea of Loops: for and while.,The video claims Loops: for and while is unrelated to Programming.,The lesson skips iterating over data with loops entirely.,Understanding Iterating over data with loops — as explained in the lesson video for Loops: for and while.,easy,1,1
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,86105519-eb54-4673-8a9e-e05d819f83df,Loops: for and while,Iterating over data with loops.,66deb002-cac2-47d5-9330-e67f24d29bc5,Loops: for and while - Quiz,27be4501-338f-4547-953c-83cc8ab9295e,"Which task best reflects what you practice in ""Loops: for and while"" (30 min lesson)?",Memorizing Loops: for and while without practicing the video demo.,Only reading slides and ignoring the 30 min walkthrough.,Copying code without understanding iterating over data with loops.,Apply iterating over data with loops to solve a hands-on exercise from Control Flow and Functions (covered in 30 min).,Apply iterating over data with loops to solve a hands-on exercise from Control Flow and Functions (covered in 30 min).,easy,1,2
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,86105519-eb54-4673-8a9e-e05d819f83df,Loops: for and while,Iterating over data with loops.,66deb002-cac2-47d5-9330-e67f24d29bc5,Loops: for and while - Quiz,37dfc400-4b62-4bfc-ac66-3d4072a42f91,"Which statement correctly describes ""Loops: for and while"" as taught in Python for Everybody (beginner)?",This lesson is optional and never assessed in Python for Everybody.,Loops: for and while contradicts all principles of Programming.,This beginner-level lesson in Programming explains iterating over data with loops with examples shown in the video.,The video states Loops: for and while has no relation to Control Flow and Functions.,This beginner-level lesson in Programming explains iterating over data with loops with examples shown in the video.,easy,1,3
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,86105519-eb54-4673-8a9e-e05d819f83df,Loops: for and while,Iterating over data with loops.,66deb002-cac2-47d5-9330-e67f24d29bc5,Loops: for and while - Quiz,5903c2bd-f5fc-4309-b7a3-a1b2d9b0230d,"What common mistake should you avoid when working with concepts from ""Loops: for and while""?",Rushing through without noting the key steps shown at 15:00.,Confusing loops: for and while with unrelated programming concepts not covered in this video.,Skipping video timestamps and guessing answers randomly.,Assuming Loops: for and while is identical to manual memory allocation in c.,Confusing loops: for and while with unrelated programming concepts not covered in this video.,easy,1,4
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,bdaeefdc-0caa-4ea4-9bfa-32a1eded6e8d,Functions and Scope,Defining reusable code blocks with functions.,bb8aa838-08a6-4da6-bf45-c8cf2acbde90,Functions and Scope - Quiz,0d5ee6b3-f2b3-4f93-9ace-ccc2029403d9,"What is the primary focus of ""Functions and Scope"" in ""Control Flow and Functions"" (Python for Everybody)?",Legal contract drafting,Defining reusable code blocks with functions.,Manual memory allocation in C,Photoshop layer management,Defining reusable code blocks with functions.,easy,1,0
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,bdaeefdc-0caa-4ea4-9bfa-32a1eded6e8d,Functions and Scope,Defining reusable code blocks with functions.,bb8aa838-08a6-4da6-bf45-c8cf2acbde90,Functions and Scope - Quiz,d3a21072-8eb4-473c-a3a0-e34a38a0eec6,"In the video for ""Functions and Scope"", which concept is correctly associated with the lesson content?",Understanding Defining reusable code blocks with functions — as explained in the lesson video for Functions and Scope.,Using manual memory allocation in c is the main idea of Functions and Scope.,The video claims Functions and Scope is unrelated to Programming.,The lesson skips defining reusable code blocks with functions entirely.,Understanding Defining reusable code blocks with functions — as explained in the lesson video for Functions and Scope.,easy,1,1
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,bdaeefdc-0caa-4ea4-9bfa-32a1eded6e8d,Functions and Scope,Defining reusable code blocks with functions.,bb8aa838-08a6-4da6-bf45-c8cf2acbde90,Functions and Scope - Quiz,e316599d-2563-4366-96c8-60c5a76951f4,"Which task best reflects what you practice in ""Functions and Scope"" (30 min lesson)?",Memorizing Functions and Scope without practicing the video demo.,Only reading slides and ignoring the 30 min walkthrough.,Copying code without understanding defining reusable code blocks with functions.,Apply defining reusable code blocks with functions to solve a hands-on exercise from Control Flow and Functions (covered in 30 min).,Apply defining reusable code blocks with functions to solve a hands-on exercise from Control Flow and Functions (covered in 30 min).,easy,1,2
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,bdaeefdc-0caa-4ea4-9bfa-32a1eded6e8d,Functions and Scope,Defining reusable code blocks with functions.,bb8aa838-08a6-4da6-bf45-c8cf2acbde90,Functions and Scope - Quiz,ec3dfd58-4feb-4c9a-af91-29ca712a9a0a,"Which statement correctly describes ""Functions and Scope"" as taught in Python for Everybody (beginner)?",This lesson is optional and never assessed in Python for Everybody.,Functions and Scope contradicts all principles of Programming.,This beginner-level lesson in Programming explains defining reusable code blocks with functions with examples shown in the video.,The video states Functions and Scope has no relation to Control Flow and Functions.,This beginner-level lesson in Programming explains defining reusable code blocks with functions with examples shown in the video.,easy,1,3
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,bdaeefdc-0caa-4ea4-9bfa-32a1eded6e8d,Functions and Scope,Defining reusable code blocks with functions.,bb8aa838-08a6-4da6-bf45-c8cf2acbde90,Functions and Scope - Quiz,ac8b2151-35de-4367-b7d2-4dcf155b0b7e,"What common mistake should you avoid when working with concepts from ""Functions and Scope""?",Rushing through without noting the key steps shown at 15:00.,Confusing functions and scope with unrelated programming concepts not covered in this video.,Skipping video timestamps and guessing answers randomly.,Assuming Functions and Scope is identical to manual memory allocation in c.,Confusing functions and scope with unrelated programming concepts not covered in this video.,easy,1,4
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,c53ee1e4-3a56-4d34-a24c-ca84515d3d13,Lambda and Built-in Functions,Anonymous functions and Python built-ins.,c96c0903-2835-4464-a5d4-4a4ca9d689de,Lambda and Built-in Functions - Quiz,fbbab145-15ed-4017-95f5-b7c86c40100a,"What is the primary focus of ""Lambda and Built-in Functions"" in ""Control Flow and Functions"" (Python for Everybody)?",Manual memory allocation in C,Photoshop layer management,Legal contract drafting,Anonymous functions and Python built-ins.,Anonymous functions and Python built-ins.,easy,1,0
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,c53ee1e4-3a56-4d34-a24c-ca84515d3d13,Lambda and Built-in Functions,Anonymous functions and Python built-ins.,c96c0903-2835-4464-a5d4-4a4ca9d689de,Lambda and Built-in Functions - Quiz,7a9ba9b0-0ee7-46e5-821b-9278e4507924,"In the video for ""Lambda and Built-in Functions"", which concept is correctly associated with the lesson content?",The video claims Lambda and Built-in Functions is unrelated to Programming.,The lesson skips anonymous functions and python built-ins entirely.,Understanding Anonymous functions and Python built-ins — as explained in the lesson video for Lambda and Built-in Functions.,Using manual memory allocation in c is the main idea of Lambda and Built-in Functions.,Understanding Anonymous functions and Python built-ins — as explained in the lesson video for Lambda and Built-in Functions.,easy,1,1
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,c53ee1e4-3a56-4d34-a24c-ca84515d3d13,Lambda and Built-in Functions,Anonymous functions and Python built-ins.,c96c0903-2835-4464-a5d4-4a4ca9d689de,Lambda and Built-in Functions - Quiz,b123ee4b-b8ee-467f-89b3-d2ecd42bed09,"Which task best reflects what you practice in ""Lambda and Built-in Functions"" (30 min lesson)?",Copying code without understanding anonymous functions and python built-ins.,Apply anonymous functions and python built-ins to solve a hands-on exercise from Control Flow and Functions (covered in 30 min).,Memorizing Lambda and Built-in Functions without practicing the video demo.,Only reading slides and ignoring the 30 min walkthrough.,Apply anonymous functions and python built-ins to solve a hands-on exercise from Control Flow and Functions (covered in 30 min).,easy,1,2
3aa805fc-4d61-44cc-915e-7cee49c50feb,Python for Everybody,Programming,beginner,Control Flow and Functions,c53ee1e4-3a56-4d34-a24c-ca84515d3d13,Lambda and Built-in Functions,Anonymous functions and Python built-ins.,c96c0903-2835-4464-a5d4-4a4ca9d689de,Lambda and Built-in Functions - Quiz,a696edb0-4757-4187-9d19-e99c3eadde00,"Which statement correctly describes ""Lambda and Built-in Functions"" as taught in Python for Everybody (beginner)?",This beginner-level lesson in Programming explains anonymous functions and python built-ins with examples shown in the video.,The video states Lambda and Built-in Functions has no relation to Control Flow and Functions.,This lesson is optional and never assessed in Python for Everybody.,Lambda and Built-in Functions contradicts all principles of Programming.,This beginner-level lesson in Programming explains anonymous functions and python built-ins with examples shown in the video.,easy,1,3
